Object Type,Title,Local identifier,Item ARK,Parent ARK,File Name,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Type.typeOfResource,Genre,Language,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Statement of Responsibility,Rights.copyrightStatus,Rights.rightsHolderContact,Subject,Subject geographic,Subject temporal,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Work,Ramakatane archive 1007,A8_Ramakatane_06_07,ark:/21198/z1806v3b,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0006_007.tif,,Ramakatane Archive (Lesotho National Museum),"Young man in a shirt and pants seated with his arms folded and closed with his gaze fixed to the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806v3b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1806v3b/manifest
Work,Ramakatane archive 1008,A8_Ramakatane_06_09,ark:/21198/z1476393,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0006_009.tif,,Ramakatane Archive (Lesotho National Museum),"Young girl in a dress with a large collar smiling with her head turned back to the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Girls,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1476393,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1476393/manifest
Work,Ramakatane archive 1009,A8_Ramakatane_07_05,ark:/21198/z10g5bhg,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0007_005.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman wearing sunglasses and a turtleneck sweater tucked into her pleated skirt with a belt standing with her hand on folding gate, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g5bhg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10g5bhg/manifest
Work,Ramakatane archive 101,A1_Ramakatane_27_11,ark:/21198/z1c26nr0,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0027_011.tif,,Ramakatane Archive (Lesotho National Museum),"Two boys posing side by side in shorts, knee length socks and berets, photographed in Mr. M.T. Ramakatane's City Centre Studio",1968,1968,,,,6 x 6 cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26nr0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c26nr0/manifest
Work,Ramakatane archive 1010,A8_Ramakatane_07_06,ark:/21198/z1vq4v16,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0007_006.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman wearing sunglasses and a turtleneck sweater tucked into her pleated skirt with a belt kneeling on the floor with her hands on a stool in front of her, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4v16,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vq4v16/manifest
Work,Ramakatane archive 1011,A8_Ramakatane_07_08,ark:/21198/z1qz43cr,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0007_008.tif,,Ramakatane Archive (Lesotho National Museum),"Man in a panama hat and striped shorts holding an umbrella against his waist and standing with his elbow on the shoulder of woman in a heart print dress holding her purse by the strap, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz43cr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qz43cr/manifest
Work,Ramakatane archive 1012,A8_Ramakatane_08_02,ark:/21198/z1m9221m,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0008_002.tif,,Ramakatane Archive (Lesotho National Museum),"Woman dressed in a two colour turtleneck sweater and pants smiling and seated with one arm leaning on the backrest of her chair and the other hanging loosely on her lap, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m9221m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m9221m/manifest
Work,Ramakatane archive 1013,A8_Ramakatane_08_03,ark:/21198/z1gj19d7,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0008_003.tif,,Ramakatane Archive (Lesotho National Museum),"Four men in suits and ties, two seated with their arms and legs crossed and the other two standing and pointing fingers at each other with smiles, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj19d7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gj19d7/manifest
Work,Ramakatane archive 1014,A8_Ramakatane_08_03a,ark:/21198/z1bs0jmm,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0008_003a.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a beret and elbow sleeve dress holding another woman close to her by the hand, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0jmm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bs0jmm/manifest
Work,Ramakatane archive 1015,A8_Ramakatane_08_06,ark:/21198/z1709sv6,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0008_006.tif,,Ramakatane Archive (Lesotho National Museum),"Young woman in a floral dress with lace detail around the neck seated with her hands on her legs and looking at the camera with a smile, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709sv6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1709sv6/manifest
Work,Ramakatane archive 1016,A8_Ramakatane_09_03,ark:/21198/z137923t,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0009_003.tif,,Ramakatane Archive (Lesotho National Museum),"Man in police uniform seated holding a baton against his thigh with his body turned to the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz137923t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz137923t/manifest
Work,Ramakatane archive 1017,A8_Ramakatane_09_05,ark:/21198/z1zg8jm4,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0009_005.tif,,Ramakatane Archive (Lesotho National Museum),"Traditional healer in her beads and regalia standing with her hand on her waist and leaning her hand on the backrest of chair next to her, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8jm4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zg8jm4/manifest
Work,Ramakatane archive 1018,A8_Ramakatane_09_11,ark:/21198/z1tq7t05,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0009_011.tif,,Ramakatane Archive (Lesotho National Museum),"Man with paint on his shirt and arm seated with his hands interlocked, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7t05,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tq7t05/manifest
Work,Ramakatane archive 1019,A8_Ramakatane_10_01,ark:/21198/z1q25rnm,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0010_001.tif,,Ramakatane Archive (Lesotho National Museum),"Man in a blazer and t-shirt seated on a backwards facing chair with his arms folded on the backrest and looking away from the camera, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Men,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rnm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q25rnm/manifest
Work,Ramakatane archive 102,A1_Ramakatane_28_01,ark:/21198/z1795wxx,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a1_0028_001.tif,,Ramakatane Archive (Lesotho National Museum),"Man and woman looking into each other's eyes, photographed in Mr. M.T. Ramakatane's City Centre Studio",1968,1968,,,,6 x 6 cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795wxx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1795wxx/manifest
Work,Ramakatane archive 1020,A8_Ramakatane_10_06,ark:/21198/z1k9510k,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0010_006.tif,,Ramakatane Archive (Lesotho National Museum),"Couple in sunglasses smiling jubilantly and seated on a straw mat with their bodies intertwined, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k9510k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k9510k/manifest
Work,Ramakatane archive 1021,A8_Ramakatane_10_08,ark:/21198/z1fj488v,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0010_008.tif,,Ramakatane Archive (Lesotho National Museum),"Teenage girl wearing a short sleeve dress with a pendant necklace seated and looking at the camera with looking downward, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Teens,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj488v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fj488v/manifest
Work,Ramakatane archive 1022,A8_Ramakatane_11_03,ark:/21198/z19s3hfs,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0011_003.tif,,Ramakatane Archive (Lesotho National Museum),"Woman in a large sun hat with the flap turned upward seated and holding a flower in both hands, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Women,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3hfs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19s3hfs/manifest
Work,Ramakatane archive 1023,A8_Ramakatane_11_09,ark:/21198/z1612rpx,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0011_009.tif,,Ramakatane Archive (Lesotho National Museum),"Teenage girl standing with her body leaning over seated young man with his elbow leaning on the backrest of his chair, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Youth,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612rpx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1612rpx/manifest
Work,Ramakatane archive 1024,A8_Ramakatane_11_10,ark:/21198/z128210f,ark:/21198/z12r5hwv|~|ark:/21198/z13b7wpn,Masters/othermasters/MEAPmigration/ramakatanearchive/images/lnm_ramakatane_a8_0011_010.tif,,Ramakatane Archive (Lesotho National Museum),"Man in a turtleneck under his striped shirt with a pack of cigarettes tucked into his breast pocket seated with his hands interlocked next to woman in a large sun hat and spectacles smiling at him, photographed in Mr. M.T. Ramakatane's City Centre Studio",November - December 1970,1970-11/1970-12,,,,6 x 6cm,1 negative,,still image,black-and-white photographs,,M.T. Ramakatane,,,,,Lesotho National Museum|~|Photography Legacy Project,,copyrighted,https://www.plparchive.com/contact/,Maseru (Lesotho)|~|Portrait photography|~|Vernacular photography|~|Independence|~|Couples,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz128210f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz128210f/manifest
