Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,IIIF Access URL,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject.topic,Author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,IIIF Manifest URL,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,AltIdentifier.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Summary
St Gall Manuscripts,ark:/21198/zz00289q34,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289q34-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 126",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0017n1hc,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0017n1hc-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 127",,,,ltr,,Aug. 127,,,,,,
St Gall Manuscripts,ark:/21198/zz0028bjjw,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028bjjw-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 128",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0017n1jw,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0017n1jw-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 136",,,,ltr,,Aug. 136,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pjc,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pjc-2-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 14",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n22x,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n22x-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 141",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0017n1kd,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0017n1kd-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 144",,,,ltr,,Aug. 144,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pkw,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pkw-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 15",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n23f,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n23f-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 155",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n24z,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n24z-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 164",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00180462,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00180462-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 167",,,,ltr,,Aug. 167,,,,,,
St Gall Manuscripts,ark:/21198/zz0018047k,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0018047k-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 172",,,,ltr,,Aug. 172,,,,,,
St Gall Manuscripts,ark:/21198/zz00161pf1,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00161pf1-1-master.xml,,,paged,,,,text,,lat,Manuscripts,Abbeys--Germany--Reichenau (Baden-Württemberg)|~|Epistle of the Apostles|~|Badische Landesbibliothek Karlsruhe|~|Badische Landesbibliothek. Manuscript. Aug. 176,,"Reginbert, Abbot of Reichenau",,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 176",,,,ltr,,Aug. 176,1) 2v - 8r John 1; Iohannis apostoli epistola I2) 8r - 122v Augustini in epistolam Iohannis ad Parthos tractatus decem8r - 9r : Chapter List9r - 113v: Prologue and Homilies 1-10,early ninth century,272 x 168 mm,123 folio,,
St Gall Manuscripts,ark:/21198/zz00162jsq,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00162jsq-1-master.xml,,,paged,,,,text,,lat,Manuscripts,"Abbeys--Germany--Reichenau (Baden-Württemberg)|~|Benedictines --Rules|~|Benedict, Saint, Abbot of Monte Cassino. Regula Sancti Benedicti|~|Badische Landesbibliothek Karlsruhe|~|Badische Landesbibliothek. Manuscript. Aug. 179","Paul, the Deacon, ca. 720-799?","Benedict, Saint, Abbot of Monte Cassino.|~|Reginbert, Abbot of Reichenau",,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 179",,,,ltr,,Aug. 179,"Expositio Pauli Diaconi super regulam s. Benedicti, cap 14-61",first quarter of the tenth century,264 x 183 mm,169 folio,,
St Gall Manuscripts,ark:/21198/zz00161mpp,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00161mpp-1-master.xml,,,paged,,,,text,,lat,Manuscripts,"Abbeys--Germany--Reichenau (Baden-Württemberg)|~|Badische Landesbibliothek. Manuscript. Aug. 18|~|Canon Law-Ireland|~|Sermons|~|Epistles|~|Stiftsbibliothek Sankt Gallen. Manuscript. 914|~|Homilies|~|Commentaries, Biblical","Isidore, of Seville, Saint, d. 636|~|Jerome, Saint, d. 419 or 20.|~|Cyprian, Saint, Bishop of Carthage.|~|Augustine, Saint, Bishop of Hippo.|~|Alcuin, 735-804|~|Ambrosius, Saint, Bishop of Milan.|~|Boethius, d. 524",,,Badische Landesbibliothek Karlsruhe,"Reginbert, Abbot of Reichenau","Karlsruhe, Badische Landesbibliothek, Perg. Aug. 18",https://digital.blb-karlsruhe.de/i3f/v20/20869/manifest,,,ltr,,Aug. 18,"Part I     1-11’ Super orationem dominicam1) 1,1 – 5,2 Cyprian, De dominica oratione2) 5,2-8’2  Augustine, ""Pater noster qui es in cęlis Cum in omni depręcatione... et simplicem esse ad intellegendum dominum.""3) 9,1 Jerome, Commentaria in Matthaeum, Book I, Chapter 6, 9-134) 9,2 - 9’1  Bede, In Evangelium S. Lucae, Book 3 Chapter 115) 9’1-9’2 ""Pater noster qui es in caelis; hoc est ut tu filius esse merearis.... presenti et futuro.""6) 9’2 – 10, 1  ""Oratio dominica propri(a)e dicitur quia Χpistus... Hoc est libera a peccato. et ab omni opere malo uel de inferno.""7) 10, 1-10, 2 ""Pater noster qui es in cęlis. Χpistus dicit post resurrectionem suam... Et ideo postulamus ut ipse nos liberet a malo.  hoc est ab omni inpugnatione diabolica""8) 10, 2 – 10’ 1 Alcuin, Expositio super missam9) 10’ 1-10’2 Germanus, Saint, Bishop of Paris, De Liturgica Gallicana, Book 3, Vetus Missale Gallicanum, Chapter 1410) 10’2- 11, 1 ""Pater noster.  O quam magna est clementia dei... quia omnia uera sunt quae promittit deus""11) 11, 1-11’2 ""Dominus noster qui orantes se exaudire consueuit... quattuor sequentia amorem proximi docent""12) 12, 1 – 12’1 Charlemagne, Letter to Hiltibald, Bishop of Cologne and other bishops 13) 12’1 – 12’ 2  ""Spiritus sapientiae... audebant""|~|Part II   (1)  13’-66’ Super symbolum apostolorum	14) 13’ 1 Statements of faith of the Apostles, with the names of the Apostles, ""Petrus dixit Credo in deum patrem omnipotentem creatorem... uitam aeternam""15) 13’ 1 Nicene Creed16) 13’ 1  ""Post concilium Nicenum in urbe Roma...auderent dicere spiritum sanctum factum esse per filium""17) 13’1 – 14, 1  Saint Damasus, Confessio Fidei Catholicae18) 14, 1 Nicene Creed, ‘C’ in Council of Chalcedon, Rusticus’ version of Actio Sexta19) 14, 2 Isidore, XLVI Concilium Toletanum Decem et Novem Episcoporum20) 14’ 1 -  15’1 Isidore, LVI Concilium Toletanum Undecimum Decem et Septem Episcoporum 21) 15’ 2- 16, 1 Venantius Fortunatus, Expositio Catholicae Fidei22) 16, 1 Ambrosius, Expositio Fidei Catholicae23) 16, 1 – 16, 2 Jerome, Professio Fidei24) 16, 2- 16’ 2 Jerome, Libellus Fidei Pelagii25) 16’ 2- 18, 2 Jerome, Definitio Fidei Symbolique26) 18, 2 – 18’ 2 Jerome, Epistola ad Damasum Papam27) 18’ 2 ""Clemens Trinitas... iudicandus est""28) 18’2 – 19, 1 Augustine, De Civitate Dei, Book 11, Chapter 24		29) 19, 1 Gregory the Great, De Provincia Lycia a Fides30) 19, 1 – 19, 2  Faustinius, Confessio Fidei31) 19,2 - 19’2 Isidore, De Regula Fidei32) 19’ 2 - 20, 2 Augustine, De Trinitate, Book 15, Chapter 3, 4-5		 33) 20, 2 ""In quinto decimo de ęqualitate... caritatem""34) 20, 2 Augustine, De Trinitate, Book 15, Chapter 17, 28-29	35) 20’ 1 - 22, 1 Boethius, De Trinitate, Prooemium & Chapters 1-636) 22, 1 – 22, 2  Boethius, De Praedicatione Trium Personarum37) 22, 2 – 23, 1 Boethius, Quomodo Substantiae Bonae Sint38) 23, 1 – 24, 2 Boethius, De Fide Catholica/ Confessio Fidei|~|39) 24, 2-24' 2 ""Si credis quod deus erat uerbum...inluminans nos.""40) 25, 1 – 28, 2 Augustine, De fide et symbolo, Liber Unus41) 28, 2 – 29, 1 Augustine, De Symbolo, VI: ad Competentes 42) 29, 1 Augustine, In traditione Symboli, I43) 29, 1 – 29’ 1 Augustine, De Symbolo, I : ac de deitate et omnipotentia Patris44) 29’ 1 – 30, 2 Augustine, De Symbolo, II45) 30, 2 – 30’ 2 Augustine, De Symbolo, III46) 30’ 2 - 32, 1 ""Gratia uobis et pax a deo patre et filio et spiritu sancto... prepararet. cui gloria in sęcula sęculorum amen.""47) 32, 1 – 34’ 2 Fulgentius, Epistola VIII, Seu Liber ad Donatum48) 34’ 2 – 35, 1 Fulgentius, De Fide, Chapter 45, 1-349) 35, 1 – 39’ 1 Augustine; Contra Judaeos, paganos et Arianos 50) 39’ 1 Fulgentius, De Fide, Chapter 3, 43-4451) 39’ 2 – 41’ 2 Fulgentius, De Fide, Chapter 3, 25-4352) 42, 1 – 44, 2 Fulgentius, De fide, Prologus – Chapter 2, 2453) 44,2 - 46'2 Fulgentius, De fide, Chapters 4-4454) 47, 1 - 49, 2 ""Omne quod est. aut genitum et. aut ingenitum. aut factum... conferebantur""55) 49’1 -51’ 1 Vigilius Tapsensis, Dialogus contra Arianos, etc.56) 51’ 2 – 52’ 2 ""Dei quidem sine intermissione memorem esse pium est... derelinquere per gratiam domini nostri Ihesu Xpisti postulemus""57) 53, 1 – 53’ 1 Rufinus, Apologia ad Anastasium58) 53’ 2 – 56, 2 Jerome, Epistola XXXVII Seu dialogus sub nomine59) 56’ 1 – 57’ 1  Maximus Taurinensis, Homily LXXXIII, De traditione Symboli	60) 57’ 1 – 57 ‘ 2 ""Auscultate expositionem de fide catholica. quam siquis) ... Prestante Xpisto qui cum patre et spiritu sancto uiuit et regnat in saecula saeculorum amen""61) 58, 1 – 60, 1 Gennadius Massiliensis Presbyter, De Ecclesiasticis Dogmatibus62) 60, 1 ""Hic dimitte et in fine huius quaternionis repete duo capitula. ad tale signum""63) 60, 1- 63’ 2 ""Aurum et argentum non est mecum.. scrutabor mandata dei mei""64) 64, 1 – 64, 2 Alcuin, De fide S. Trinitatis, Fidei symbolum 65) 64, 2 Alcuin, Letter to Fridagisus/Fredegisus, De Fide66) 64’ 1 – 65, 2 Alcuin, De fide S. Trinitatis67) 65’ 1 – 66, 2 Junilius Africanus, De partibus divinae legis, Book 1, Chapters 13-20 68) 66, 2 ""Unus deus pater ex quo omnia. et unus Ihesus Xpistus per quem omnia... filius eo quod habeat patrem.""69) 66’ 1 – 66’ 2 ""Dic mihi. pater et filius et spirtus sanctus unus est deus... benedictus in sęcula.""|~|Part III    67 – 74’ Expositio de missa, diversi canones, decretales70) 67, 1 -69’ 1 Isidore, Etymologiae, Book 7, De Deo, Angelis, et Sanctis, 1-4, 1271) 69’ 1 – 69’ 2 Armenius and Honorius, Diligentia72) 70, 1 Isidore Mercator/Pseudo-Isidore, First Council of Toledo73) 70, 2 Isidore, Third Council of Toledo74) 70’ 1 – 70’ 2 Isidore, Concilium Bracarense Primum75)  71’1 -72’ 2 Isidore, Etymologiae Book 8, Chapter 1, 1-5, 7076) 72’ 2 – 73’ 1 Isidore, Etymologiae Book 7, Chapter 12, 1-14, 10		77) 73’1 – 74’ 2 Isidore, Etymologiae Book 6, Chapter 19, 1-82|~|Part IV  83 – 82’ Collectio canonum Hibernensium78) 83, 1- 90' 2; 75, 1 - 82' 2 Collectio canonum Hibernensium, Liber XVII, Cap. 16(x)- Liber XLII Cap. 13NB: f. 75-82 and f. 83-90 are incorrectly bound; the correct order is f. 83-90, f. 75-82",early ninth century,418 x 294 mm,91 folio,,
St Gall Manuscripts,ark:/21198/zz00180483,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00180483-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 181",,,,ltr,,Aug. 181,,,,,,
St Gall Manuscripts,ark:/21198/zz0018049m,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0018049m-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 182",,,,ltr,,Aug. 182,,,,,,
St Gall Manuscripts,ark:/21198/zz0017n1mx,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0017n1mx-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 187",,,,ltr,,Aug. 187,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n25g,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n25g-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 191",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz001804cn,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804cn-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 194",,,,ltr,,Aug. 194,,,,,,
St Gall Manuscripts,ark:/21198/zz001804d5,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804d5-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 197",,,,ltr,,Aug. 197,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pft,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pft-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 2",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n260,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n260-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 202",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00162jt7,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00162jt7-1-master.xml,,,paged,,,,text,,lat,Manuscripts,"Badische Landesbibliothek. Manuscript. Aug. 203|~|Abbeys--Germany--Reichenau (Baden-Württemberg)|~|Benedictines --Rules|~|Benedict, Saint, Abbot of Monte Cassino. Regula Sancti Benedicti|~|Badische Landesbibliothek Karlsruhe","Paul, the Deacon, ca. 720-799?","Benedict, Saint, Abbot of Monte Cassino.",,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 203",,,,ltr,,Aug. 203,Pauli Diaconi Expositio in Regulam s. Benedicti,ninth century,254 x 189 mm,187 folio,,
St Gall Manuscripts,ark:/21198/zz001804hq,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804hq-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 215",,,,ltr,,Aug. 215,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n27h,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n27h-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 223",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz001804j7,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804j7-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 229",,,,ltr,,Aug. 229,,,,,,
St Gall Manuscripts,ark:/21198/zz001804kr,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804kr-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 233",,,,ltr,,Aug. 233,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n281,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n281-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 236",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz001804m8,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804m8-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 238",,,,ltr,,Aug. 238,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n29j,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n29j-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 240",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz001804ns,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804ns-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 241",,,,ltr,,Aug. 241,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n2b2,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n2b2-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 245",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz0028n2ck,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz0028n2ck-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 251",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz001804p9,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001804p9-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 253",,,,ltr,,Aug. 253,,,,,,
St Gall Manuscripts,ark:/21198/zz001drdh3,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz001drdh3-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 254",,,,ltr,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pmd,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pmd-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 26",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pnx,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pnx-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 29",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pgb,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pgb-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 3",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289ppf,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289ppf-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 31",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289pqz,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289pqz-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 32",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289prg,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289prg-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 35",,,,,,,,,,,,
St Gall Manuscripts,ark:/21198/zz00289ps0,ark:/21198/zz0015vcjk,2,Completed,Work,stgall/text/masters/21198-zz00289ps0-1-master.xml,,,paged,,,,text,,,Manuscripts,,,,,Badische Landesbibliothek Karlsruhe,,"Karlsruhe, Badische Landesbibliothek, Perg. Aug. 38",,,,,,,,,,,,
