Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,viewingHint,Thumbnail,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Language,Name.repository,AltTitle.uniform,Description.note,Summary,Subject,Title,Alt ID.local,Opac url,Finding Aid URL
Mikels (Elaine) Papers,ark:/21198/zz002dqfz7,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002dqfz7_2160541_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F03_009,CSW_Mazer_Elaine Mikels_ F03_009,,
Mikels (Elaine) Papers,ark:/21198/zz002dqg07,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002dqg07_2160538_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F03_008,CSW_Mazer_Elaine_Mikels_F03_008,,
Mikels (Elaine) Papers,ark:/21198/zz002dqg1r,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/21198-zz002dqg1r_2160535_master.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F03_007,CSW_Mazer_Elaine_Mikels_F03_007,,
Mikels (Elaine) Papers,ark:/21198/zz002dw19v,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_010.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F03_010,CSW_Mazer_Elaine_Mikels_F03_010,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1bc,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_011.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F03_011,CSW_Mazer_Elaine_Mikels_F03_011,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1cw,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_012.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F03_012,CSW_Mazer_Elaine_Mikels_F03_012,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1fx,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_014.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F03_014,CSW_Mazer_Elaine_Mikels_F03_014,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1gf,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_015.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F03_015,CSW_Mazer_Elaine_Mikels_F03_015,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1hz,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_016.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F03_016,CSW_Mazer_Elaine_Mikels_F03_016,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1jg,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F03_017.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F03_017,CSW_Mazer_Elaine_Mikels_F03_017,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1k0,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_001.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_001,CSW_Mazer_Elaine_Mikels_F04_001,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1mh,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_002.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_002,CSW_Mazer_Elaine_Mikels_F04_002,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1n1,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_003.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_003,CSW_Mazer_Elaine_Mikels_F04_003,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1pj,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_004.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_004,CSW_Mazer_Elaine_Mikels_F04_004,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1q2,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_005.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_005,CSW_Mazer_Elaine_Mikels_F04_005,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1rk,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_006.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_006,CSW_Mazer_Elaine_Mikels_F04_006,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1s3,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_007.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_007,CSW_Mazer_Elaine_Mikels_F04_007,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1tm,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_008.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_008,CSW_Mazer_Elaine_Mikels_F04_008,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1v4,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_009.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_009,CSW_Mazer_Elaine_Mikels_F04_009,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1wn,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_010.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_010,CSW_Mazer_Elaine_Mikels_F04_010,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1x5,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_011.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_011,CSW_Mazer_Elaine_Mikels_F04_011,,
Mikels (Elaine) Papers,ark:/21198/zz002dw1zp,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_012.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_012,CSW_Mazer_Elaine_Mikels_F04_012,,
Mikels (Elaine) Papers,ark:/21198/zz002dw20p,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_013.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_013,CSW_Mazer_Elaine_Mikels_F04_013,,
Mikels (Elaine) Papers,ark:/21198/zz002dw216,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_014.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_014,CSW_Mazer_Elaine_Mikels_F04_014,,
Mikels (Elaine) Papers,ark:/21198/zz002dw22q,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_015.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_015,CSW_Mazer_Elaine_Mikels_F04_015,,
Mikels (Elaine) Papers,ark:/21198/zz002dw237,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_016.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_016,CSW_Mazer_Elaine_Mikels_F04_016,,
Mikels (Elaine) Papers,ark:/21198/zz002dw24r,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_017.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_017,CSW_Mazer_Elaine_Mikels_F04_017,,
Mikels (Elaine) Papers,ark:/21198/zz002dw258,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_018.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_018,CSW_Mazer_Elaine_Mikels_F04_018,,
Mikels (Elaine) Papers,ark:/21198/zz002dw26s,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_019.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_019,CSW_Mazer_Elaine_Mikels_F04_019,,
Mikels (Elaine) Papers,ark:/21198/zz002dw279,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_020.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_020,CSW_Mazer_Elaine_Mikels_F04_020,,
Mikels (Elaine) Papers,ark:/21198/zz002dw28t,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_021.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_021,CSW_Mazer_Elaine_Mikels_F04_021,,
Mikels (Elaine) Papers,ark:/21198/zz002dw29b,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_022.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_022,CSW_Mazer_Elaine_Mikels_F04_022,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2bv,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_023.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_023,CSW_Mazer_Elaine_Mikels_F04_023,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2cc,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_024.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_024,CSW_Mazer_Elaine_Mikels_F04_024,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2dw,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_025.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_025,CSW_Mazer_Elaine_Mikels_F04_025,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2fd,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_026.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_026,CSW_Mazer_Elaine_Mikels_F04_026,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2gx,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_027.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_027,CSW_Mazer_Elaine_Mikels_F04_027,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2hf,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_028.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_028,CSW_Mazer_Elaine_Mikels_F04_028,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2jz,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_029.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_029,CSW_Mazer_Elaine_Mikels_F04_029,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2kg,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_030.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_030,CSW_Mazer_Elaine_Mikels_F04_030,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2m0,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_031.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_031,CSW_Mazer_Elaine_Mikels_F04_031,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2nh,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_032.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_032,CSW_Mazer_Elaine_Mikels_F04_032,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2qj,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_034.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_034,CSW_Mazer_Elaine_Mikels_F04_034,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2r2,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_035.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_035,CSW_Mazer_Elaine_Mikels_F04_035,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2sk,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F04_036.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F04_036,CSW_Mazer_Elaine_Mikels_F04_036,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2vm,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_002.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_002,CSW_Mazer_Elaine_Mikels_F05_002,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2w4,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_003.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_003,CSW_Mazer_Elaine_Mikels_F05_003,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2xn,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_004.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_004,CSW_Mazer_Elaine_Mikels_F05_004,,
Mikels (Elaine) Papers,ark:/21198/zz002dw2z5,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_005.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_005,CSW_Mazer_Elaine_Mikels_F05_005,,
Mikels (Elaine) Papers,ark:/21198/zz002dw305,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_006.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_006,CSW_Mazer_Elaine_Mikels_F05_006,,
Mikels (Elaine) Papers,ark:/21198/zz002dw31p,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_007.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_007,CSW_Mazer_Elaine_Mikels_F05_007,,
Mikels (Elaine) Papers,ark:/21198/zz002dw326,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_008.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_008,CSW_Mazer_Elaine_Mikels_F05_008,,
Mikels (Elaine) Papers,ark:/21198/zz002dw33q,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_009.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_009,CSW_Mazer_Elaine_Mikels_F05_009,,
Mikels (Elaine) Papers,ark:/21198/zz002dw347,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_010.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_010,CSW_Mazer_Elaine_Mikels_F05_010,,
Mikels (Elaine) Papers,ark:/21198/zz002dw35r,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_011.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_011,CSW_Mazer_Elaine_Mikels_F05_011,,
Mikels (Elaine) Papers,ark:/21198/zz002dw368,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_012.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_012,CSW_Mazer_Elaine_Mikels_F05_012,,
Mikels (Elaine) Papers,ark:/21198/zz002dw37s,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_013.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_013,CSW_Mazer_Elaine_Mikels_F05_013,,
Mikels (Elaine) Papers,ark:/21198/zz002dw389,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_014.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_014,CSW_Mazer_Elaine_Mikels_F05_014,,
Mikels (Elaine) Papers,ark:/21198/zz002dw39t,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_015.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_015,CSW_Mazer_Elaine_Mikels_F05_015,,
Mikels (Elaine) Papers,ark:/21198/zz002dw3cv,ark:/21198/zz002ctf79,10,Completed with minimal metadata,Work,elaine_mikels/image/CSW_Mazer_Elaine_Mikels_F05_017.tif,,,,private,,,still image,unknown,unknown,zxx,June L. Mazer Lesbian Archives,,,,,CSW_Mazer_Elaine_Mikels_F05_017,CSW_Mazer_Elaine_Mikels_F05_017,,
